sid,pre accu,post accu
S100,,[0.29166667 0.29166667 0.22916667 0.35416667]
S91,,[0.375      0.25       0.22916667 0.25      ]
S92,,[0.47916667 0.39583333 0.27083333 0.25      ]
S93,,[0.22916667 0.3125     0.35416667 0.33333333]
S94,,[0.41666667 0.39583333 0.47916667 0.4375    ]
S95,,[0.29166667 0.27083333 0.35416667 0.3125    ]
S96,,[0.39583333 0.375      0.375      0.39583333]
S97,,[0.39583333 0.25       0.4375     0.35416667]
S98,,[0.41666667 0.375      0.29166667 0.3125    ]
S99,,[0.41666667 0.375      0.45833333 0.41666667]
