sid,pre accu,post accu
S100,,[0.58333333 0.64583333 0.64583333 0.58333333]
S91,,[0.77083333 0.875      0.70833333 0.70833333]
S92,,[0.64583333 0.79166667 0.95833333 0.89583333]
S93,,[0.77083333 0.75       0.5625     0.875     ]
S94,,[0.85416667 0.89583333 0.79166667 0.89583333]
S95,,[0.85416667 0.89583333 0.79166667 0.97916667]
S96,,[0.875      0.97916667 0.95833333 0.89583333]
S97,,[0.72916667 0.83333333 0.83333333 0.89583333]
S98,,[0.85416667 0.89583333 0.79166667 0.97916667]
S99,,[0.77083333 0.72916667 0.85416667 0.875     ]
