sid,pre accu,post accu
S100,,[0.5625     0.52083333 0.70833333 0.72916667]
S91,,[0.70833333 0.75       0.6875     0.66666667]
S92,,[0.77083333 0.85416667 0.8125     0.83333333]
S93,,[0.72916667 0.77083333 0.77083333 0.72916667]
S94,,[0.8125     0.83333333 0.89583333 0.875     ]
S95,,[0.8125     0.83333333 0.875      0.91666667]
S96,,[0.83333333 0.83333333 0.8125     0.83333333]
S97,,[0.70833333 0.75       0.83333333 0.875     ]
S98,,[0.8125     0.83333333 0.875      0.91666667]
S99,,[0.79166667 0.8125     0.70833333 0.77083333]
